TAG,Nº de Série,Patrimônio,Equipamento,Modelo,Fabricante,Criticidade,Prioridade,Grupo Empresa,Razão Social,Setor,Endereço,UF,Bairro,Cidade,CEP,Centro de Custo,Data de Aquisição,Valor de Aquisição,Nota Fiscal,Valor de Substituição,Data de Fabricação,Data de Instalação,Data de Inativação,Data de Garantia,Data de Garantia Estendida,Componente de,Reg. ANVISA,Validade do Registro ANVISA,Situação,Status,Fornecedor,Observação,Garantia Externa,id,previousLocation,specificLocation,returnDate,returnedAllAccessories,transferStatus,transferTo,transferToBed,transferBy,transferRejected,patientMV,patientName,inUseSince,defectDescription,unitNotified,notificationNumber,patientDamage,serviceRequestNumber,preventiveScheduled,preventiveScheduledAt,preventiveSegregatedAt,receivedBySector,lastCleaned,location,status,tag,model,type
ECEX0063,260795,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,e6216838-dbdb-464f-aad8-661116c17b1a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0063,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0064,260785,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,e7ab9818-7f68-4217-b1f2-b7cad684edc1,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0064,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0064,260785,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,a46a862c-459e-4f1d-ad91-7d2fab6d1e7a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0064,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0066,260774,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,04208a0b-dbea-41eb-8952-36957c4f77e5,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0066,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0066,260774,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,7e2b5a6b-8f99-4c74-a83a-5b5f5a1cd160,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0066,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0067,260786,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,7fc1e8fb-1098-441b-a17f-f844269d554d,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0067,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0067,260786,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,a8cf0cc5-d100-4c6b-ab45-ef7e0ee4a7a0,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0067,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0068,260772,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,f114c5a5-8a5d-45fb-8d7c-344a3f0d569d,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0068,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0068,260772,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,42af6f64-7bfa-4d6e-ae91-0cb205d0b5e1,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0068,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0069,260794,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,d7c27131-e05a-4a3f-a1a7-529a23943219,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0069,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0069,260794,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,2f89fbbc-8002-4c77-b393-7c35b7a1eb9e,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0069,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0070,260782,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,3989dc78-0ec9-42b7-8f2a-465b2bbf163a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0070,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0070,260782,,CASSETE EXPIRATÓRIO,SERVO-I,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"15.000,00",,"15.000,00",,19/12/2016,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,4377b566-35f2-41e4-b07a-b666c887940e,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0070,SERVO-I,CASSETE EXPIRATÓRIO
ECEX0072,134254,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,27/04/2017,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,d1119d5a-eb93-4899-b556-772d9ebb78e0,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0072,SERVO,CASSETE EXPIRATÓRIO
ECEX0072,134254,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,27/04/2017,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,73b5a40e-0593-4984-ac3c-fcc4e31238a6,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0072,SERVO,CASSETE EXPIRATÓRIO
ECEX0074,157928,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,11/10/2017,,,,,,,PRÓPRIO,ATIVO,,,,d91294fe-731b-4c34-b5a2-8f71ff72461a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0074,SERVO,CASSETE EXPIRATÓRIO
ECEX0074,157928,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,11/10/2017,,,,,,,PRÓPRIO,ATIVO,,,,47e56c5f-bc36-45ac-ab6a-2ba64732644b,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0074,SERVO,CASSETE EXPIRATÓRIO
ECEX0075,260780,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,0a5466a2-eccc-4d34-8f19-e20fa1724188,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0075,SERVO,CASSETE EXPIRATÓRIO
ECEX0075,260780,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,d68d67da-cd7c-44fb-ac6e-8457c7c0fafc,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0075,SERVO,CASSETE EXPIRATÓRIO
ECEX0076,260797,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,737b37fd-7861-4c3c-a092-8d3e17847307,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0076,SERVO,CASSETE EXPIRATÓRIO
ECEX0076,260797,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,432f7adf-0846-4c66-ab53-b715e25268a8,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0076,SERVO,CASSETE EXPIRATÓRIO
ECEX0078,260775,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,89b34b77-a6f9-42f6-921f-63cbfae59a13,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0078,SERVO,CASSETE EXPIRATÓRIO
ECEX0078,260775,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,12/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,5168da43-027c-4827-bca8-3816b8156d5e,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0078,SERVO,CASSETE EXPIRATÓRIO
ECEX0079,114958,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,15/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,6697bf3e-c5db-4bc1-8e98-8ee99238e114,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0079,SERVO,CASSETE EXPIRATÓRIO
ECEX0079,114958,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,15/01/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,03fd08b1-0aaa-4cc8-9509-288697b978ae,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0079,SERVO,CASSETE EXPIRATÓRIO
ECEX0080,114922,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,06/12/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,b40008cf-6716-4d2c-b657-aba3305a4304,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0080,SERVO,CASSETE EXPIRATÓRIO
ECEX0080,114922,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,06/12/2018,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,0248afc6-390b-4d70-bf76-9e2b3397b2d0,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0080,SERVO,CASSETE EXPIRATÓRIO
ECEX0083,017729,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,31/08/2020,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,d9c901c0-f346-4006-831c-1df83d1559b5,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0083,SERVO,CASSETE EXPIRATÓRIO
ECEX0083,017729,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,31/08/2020,,,,,,,PRÓPRIO,ATIVO,MAQUET DO BRASIL EQUIPAMENTOS MÉDICOS  LTDA.,,,7e28715f-55eb-48ab-97a4-dc589cd67913,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0083,SERVO,CASSETE EXPIRATÓRIO
ECEX0084,252466,,CASSETE EXPIRATÓRIO,SERVO,MAQUET,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"16.000,00",,"16.000,00",,10/11/2022,,,,,,,PRÓPRIO,ATIVO,GETINGE DO BRASIL EQUIPAMENTOS MÉDICOS LTDA,,,5c71dda6-5c9c-475b-8c91-05c73a599b53,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,ECEX0084,SERVO,CASSETE EXPIRATÓRIO
